date;2772803;2772804;2772805;2772806;2772807;2772808;2772809;2772810;2772811;2772812;2772813;2772814;2772815;2772816;2772817;2772818;2772819;2772820;2772821;2772822;2772859;2772860;2772861;2772862;2772863;2772864;2772865;2772866;2772867;2772868;2772869;2772870;2772871;2772872;2772873;2772874;2772875;2772876;2772877;2772878;2772879;2772914;2772915;2772916;2772917;2772918;2772919;2772920;2772921;2772922;2772923;2772924;2772925;2772926;2772927;2772928;2772929;2772930;2772931;2772932;2772933;2772934;2772980;2772981;2772982
25/06/2020;1.0;1.0;1.0;0.0;1.0;2.0;2.0;0.0;0.0;4;3;7;6.0;2.0;9.0;1.0;3;3;3;3;1;3;1;1.0;1.0;1.0;12.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3;3;3;3;1;3;3;1;11;1;3;2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;3;5.0;0.0
26/06/2020;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;1;8;5.0;0.0;4.0;0.0;3;3;3;3;1;3;1;1.0;1.0;1.0;9.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;3;3;3;3;5;3;3;1;8;1;3;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;3;6.0;0.0
29/06/2020;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;4;2;8;5.0;1.0;7.0;1.0;8;23;3;3;1;3;1;1.0;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3;3;3;3;4;3;3;1;13;1;3;4;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3;3;4.0;1.0
30/06/2020;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;4;4;7;0.0;0.0;5.0;1.0;15;25;3;3;1;3;1;1.0;1.0;1.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;3;3;3;3;5;3;3;1;10;1;3;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;3;3.0;0.0
01/07/2020;1.0;1.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;4;3;8;1.0;1.0;9.0;1.0;3;4;3;3;1;3;1;1.0;1.0;1.0;8.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;3;3;3;3;1;3;3;1;8;1;3;28;1.0;0.0;0.0;0.0;1.0;1.0;1.0;3;3;1.0;0.0
02/07/2020;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4;2;7;6.0;1.0;6.0;1.0;3;7;3;3;1;3;1;0.0;1.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;3;3;3;3;1;3;3;1;8;1;3;1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3;3;2.0;0.0
03/07/2020;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;4;2;5;5.0;1.0;4.0;1.0;28;8;3;3;1;3;1;1.0;1.0;1.0;10.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;3;3;3;3;1;3;3;1;7;1;3;12;1.0;0.0;0.0;0.0;1.0;1.0;1.0;3;3;3.0;0.0
06/07/2020;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;4;2;6;6.0;0.0;6.0;0.0;11;8;3;3;1;3;1;0.0;1.0;1.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;3;3;3;3;1;3;3;1;8;1;3;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;3;0.0;0.0
07/07/2020;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;9;5;7;4.0;0.0;5.0;1.0;4;17;3;3;1;3;1;1.0;1.0;1.0;10.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;3;3;3;3;1;3;3;1;11;1;3;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3;3;3.0;1.0
09/07/2020;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;4;3;6;6.0;4.0;4.0;1.0;5;8;3;3;1;3;1;1.0;1.0;2.0;16.0;0.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3;3;3;3;1;3;3;1;10;1;3;29;2.0;1.0;1.0;1.0;2.0;2.0;2.0;3;3;5.0;2.0
